strategy,task_id,candidate_id,checked_order,accepted_by_policy,hidden_oracle_pass,semantic_regression,p_reg,cost,outcome_L0,outcome_L1,outcome_L2,outcome_L3
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,a6f97dfe9f3a5fcd,15,False,False,1,0.7101220488548279,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,706d8186c0b04029,16,False,False,1,0.6825724840164185,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,d9f4150c2247dc45,17,False,False,1,0.6816622614860535,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,dacd54a66aa16910,18,False,False,1,0.6766765713691711,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::aggregate:236-263::aed16fba,ce85227550f0367e,1,True,True,0,0.0023224044125527143,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_predictions:266-270::d74204aa,f4eb4a3bf54abe54,1,True,True,0,0.00025536015164107084,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_summary_csv:277-283::db0ee36f,b8dfcad90044839e,1,True,True,0,0.09772292524576187,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::plot_metric:286-301::1fb502b9,f3941c66f47faf4c,1,True,False,1,0.9838759303092957,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_report:304-343::402b058d,837cfffa71146290,1,True,True,0,0.0013645471772179008,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,7246834bc2390d6a,1,False,False,1,0.733603835105896,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,af22130e41bbbf1c,2,False,False,1,0.7325860857963562,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,16ccbecd656dcdf0,3,False,False,1,0.7300393581390381,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,f8d67d5ce624a4ca,4,False,False,1,0.5882886052131653,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,c35a57e17ecabc09,5,False,False,1,0.7186352610588074,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,a9b1d03d402c826e,6,False,True,0,0.6132166385650635,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,03ba3dafbab88bee,7,False,False,1,0.7107957601547241,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,02c6ec546bda8d97,8,False,False,1,0.7198789119720459,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,fa02f25420252238,9,False,False,1,0.7128918766975403,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,7feb10f16bff5071,10,False,False,1,0.5967384576797485,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,e66caa2b811d7ec0,11,False,False,1,0.7006211280822754,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,3bbfb8e5be378e54,12,False,True,0,0.663964033126831,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,ddd59ec99104e5f8,13,False,False,1,0.6967395544052124,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,1b37920dbf0d3359,14,False,False,1,0.5903190970420837,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,007d18851b32518a,15,False,True,0,0.6955170631408691,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,5ebdadd9f91b50ed,16,False,False,1,0.6714372634887695,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,895c7a09a967275b,17,False,False,1,0.6844810247421265,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,17fe988c8cc31895,18,False,False,1,0.5219188332557678,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,4c923afc9a23de19,19,False,True,0,0.0004125105624552816,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,75653b0c6983bbff,20,False,False,1,0.6841816902160645,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,3bd562eafe4ed387,21,False,True,0,0.432388573884964,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::run:9-11::a263418f,8187cbf14d2748ab,1,True,True,0,7.144223218347179e-06,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,dd4fe8267693d65f,1,False,False,1,0.5730499029159546,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,be2147769a8b5f92,2,False,False,1,0.5816435217857361,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,9c5b38603d3a7df8,3,False,True,0,0.2327965646982193,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,c53195cbebe7bed4,4,False,False,1,0.6061996817588806,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,b3f841e7f15e0e39,5,False,False,1,0.6034831404685974,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,c7b89af997ee2b3d,6,False,True,0,0.6036933064460754,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,8f9eae1736eb4d76,7,False,True,0,0.0035910082515329123,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,0e25173495331fe9,8,False,True,0,4.379872916615568e-05,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,a98994d3c9751b38,9,False,False,1,0.8544328212738037,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,637063dddc4c5f8a,10,False,False,1,0.9120351076126099,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,20b084406892e695,11,False,False,1,0.9190247654914856,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,6aae986fea195c09,12,False,False,1,0.9269185066223145,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,1df9bcbbf85b5ec5,13,False,False,1,0.9402962923049927,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,3c339ecbb3c25a96,14,False,False,1,0.9468981027603149,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,415716d7a80c9b0a,15,False,False,1,0.9491612911224365,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,cb839f7f02a44f9c,16,False,False,1,0.9552901387214661,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,e9c3ee985ae04504,17,False,False,1,0.9562657475471497,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,c3aee7c587795578,18,False,True,0,0.030230149626731873,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,8acbd963f37a1385,19,False,False,1,0.9518172144889832,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,93791bbd86d8b396,20,False,False,1,0.954980194568634,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,66cb19e0ddea485d,21,False,False,1,0.9502519965171814,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::resolve_device_flags:78-82::f9ad318a,21b33350535959e1,1,True,False,1,0.4394418001174927,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,edc33528df404689,1,False,True,0,0.0013694833032786846,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,9bb08c640889c7a4,2,False,False,1,0.5813174843788147,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,17a0304e8ca1bb05,3,False,True,0,0.5832579135894775,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,80d2c41e111138a0,4,False,False,1,0.38997676968574524,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,44e625f6b85e1995,5,False,True,0,0.5832371711730957,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,c91e38093929f79a,6,False,False,1,0.6181442141532898,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,536498be83e787db,7,False,False,1,0.6262282729148865,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,8741539365ebdab2,8,False,False,1,0.668660044670105,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,9a945c369f624ccb,9,False,False,1,0.6860642433166504,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,af428a288a1200ed,10,False,False,1,0.748622715473175,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,4c10ac684dcdb84f,11,False,False,1,0.7252447605133057,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,7cb4d32a3d9bdd9d,12,False,True,0,0.24447038769721985,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,d1132a8f3f11acc1,13,False,False,1,0.8134021759033203,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,b97ee27a367801b8,14,False,False,1,0.8323237299919128,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,d80c40d92da65dba,15,False,True,0,0.4612908959388733,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,d9962111a306c3da,16,False,False,1,0.3080633878707886,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,3ff90da256b8fbaf,17,False,False,1,0.9211848974227905,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,7abbb96e7c442567,18,False,False,1,0.9266462922096252,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,98dc5cbc21f984ea,19,False,False,1,0.9294549822807312,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,5d5aabd1723b6e18,20,False,False,1,0.9312664866447449,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,f88386bcb2645a19,21,False,False,1,0.9312859177589417,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__init__:24-39::a437d904,dd9d7f9ab74f6a9c,1,False,False,1,0.9913794994354248,5.0,True,False,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__init__:24-39::a437d904,56192980f73b0701,2,True,True,0,0.001400256296619773,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__getitem__:44-50::c0da7b8a,b82d36bb53beb5f5,1,True,True,0,0.08706261217594147,5.0,True,True,,
Tests only,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__call__:57-75::e6d8f0c1,289209b50fff4480,1,True,False,1,0.5418437123298645,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::dump_jsonl:32-36::29d5b62d,6d18f0834d6efa67,1,True,True,0,0.00015670014545321465,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::load_jsonl:39-41::20c393be,242374d149c14fd6,1,True,True,0,0.00013527121336665004,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_ordinary_refactor_prompt:48-64::4b1371eb,552c8d3cbbcda4b5,1,True,True,0,0.009768218733370304,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_guarded_refactor_prompt:67-85::1a745918,809bdf3379cc3d01,1,True,True,0,0.0006281640380620956,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_feedback_text:92-107::ae986563,e6952aaa03a6175b,1,True,False,1,0.14542007446289062,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_repair_prompt:110-133::46526e3c,6471c7c9de08371e,1,True,True,0,0.007675463333725929,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::extract_generated_code:136-147::873bfea7,d8e3a0ae4ae0969a,1,True,True,0,0.0020273050758987665,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::run_code_on_case:150-158::9b24b1d3,aac316d68bbcf60a,1,True,False,1,0.5959668159484863,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::find_first_failure:161-168::59679dd0,b070a95940479e32,1,True,False,1,0.18953606486320496,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,3f55b3170759f4b2,1,False,True,0,0.005361772142350674,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,87dfff22acd04dec,2,False,False,1,0.801105797290802,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_threshold_task:179-283::8da6c0ea,66632d412c8d5bd7,3,False,False,1,0.8081778287887573,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_free_shipping_task:286-337::cdad0fed,c4219ee7f2ae32e5,1,True,False,1,0.8986856937408447,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_age_gate_task:340-385::610d8904,59448ef8c23b59c8,1,True,False,1,0.9446260333061218,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_lock_policy_task:388-433::3964c8d6,23e47a06f83cc2aa,1,True,True,0,0.006410359870642424,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,cc6058d9957a9c00,1,False,False,1,0.8842387795448303,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,b6b9d0b846369867,2,False,False,1,0.8867427706718445,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_discount_cap_task:436-497::3c98b439,f2551001a1a1830c,3,False,False,1,0.8927128314971924,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_quantity_bonus_task:500-546::57eb18d6,558c238155353bb3,1,True,False,1,0.9824938178062439,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_guard_task:549-596::261ff20f,7d8ab08f08c742e5,1,True,True,0,0.010768596082925797,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_email_normalization_task:599-635::88861f48,20ac10f6104e42ec,1,True,True,0,0.0001466590620111674,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_loyalty_tier_task:638-677::9e070311,bd0b0bf575b4dd63,1,False,False,1,0.8956935405731201,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_loyalty_tier_task:638-677::9e070311,cedf163bf64ceafc,2,True,False,1,0.8710498213768005,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_flag_conversion_task:680-717::2f4ef9fe,1f749cb74e8890b4,1,False,False,1,0.717090904712677,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_flag_conversion_task:680-717::2f4ef9fe,721ed16152ab72b7,2,True,False,1,0.723742663860321,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_undercovered_expedite_task:720-774::2c47ce64,439b6c536b33b4c0,1,False,False,1,0.9670820236206055,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::make_undercovered_expedite_task:720-774::2c47ce64,4793f105f4c20967,2,True,False,1,0.9615688323974609,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::choose_task_builder:792-808::6da28c40,0abfe19799952611,1,True,True,0,0.014067177660763264,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_task_split:811-817::f4fa3846,4b9bcb0779165502,1,True,True,0,0.0011306027881801128,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_repair_example:820-836::9fc6bdd7,4653e43663718bbd,1,True,False,1,0.730635941028595,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::build_sft_records:839-863::632a6e5c,3ce1e727fb1c9ac7,1,True,True,0,0.295439213514328,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::generate_benchmark:866-902::cd17f6c6,23b7adb9a3d8e4d5,1,True,False,1,0.5175923705101013,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/benchmark.py::main:905-921::db8cb0f6,490d436871183ff5,1,True,True,0,0.0036941973958164454,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::resolve_device:43-59::a3055806,d907de50623323b1,1,True,False,1,0.13002260029315948,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::load_model:66-75::4265e9e7,e1e8fc2b53ffe4af,1,True,False,1,0.9757859110832214,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::generate_code:82-112::38f2ef88,04679203772db5b0,1,True,True,0,0.06627941876649857,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::syntax_ok:115-117::17d008d4,653380b93e31674c,1,True,True,0,0.017744483426213264,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::build_failure_feedback:124-137::1c56e718,f9248cd1eb206672,1,True,True,0,0.005119010806083679,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_baseline:140-167::60d0cd78,4f99c22c9ce213df,1,True,True,0,0.0017487503355368972,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,1252818dfd218189,1,False,False,1,0.7436542510986328,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,f16ba2f935980844,2,False,False,1,0.7282677888870239,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::run_refactorguard:170-233::d2f884ec,b3bf574c4f92aee1,3,False,False,1,0.9956761002540588,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::aggregate:236-263::aed16fba,ce85227550f0367e,1,True,True,0,0.0023224044125527143,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_predictions:266-270::d74204aa,f4eb4a3bf54abe54,1,True,True,0,0.00025536015164107084,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_summary_csv:277-283::db0ee36f,b8dfcad90044839e,1,True,True,0,0.09772292524576187,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::plot_metric:286-301::1fb502b9,f3941c66f47faf4c,1,True,False,1,0.9838759303092957,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::save_report:304-343::402b058d,837cfffa71146290,1,True,True,0,0.0013645471772179008,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,7246834bc2390d6a,1,False,False,1,0.733603835105896,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,af22130e41bbbf1c,2,False,False,1,0.7325860857963562,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/evaluate_gpt2.py::main:346-423::2dea555e,16ccbecd656dcdf0,3,False,False,1,0.7300393581390381,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::run:9-11::a263418f,8187cbf14d2748ab,1,True,True,0,7.144223218347179e-06,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,dd4fe8267693d65f,1,False,False,1,0.5730499029159546,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,be2147769a8b5f92,2,False,False,1,0.5816435217857361,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/run_pipeline.py::main:14-91::f5141cb3,9c5b38603d3a7df8,3,False,True,0,0.2327965646982193,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::resolve_device_flags:78-82::f9ad318a,21b33350535959e1,1,True,False,1,0.4394418001174927,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,edc33528df404689,1,False,True,0,0.0013694833032786846,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,9bb08c640889c7a4,2,False,False,1,0.5813174843788147,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::main:85-170::058be423,17a0304e8ca1bb05,3,False,True,0,0.5832579135894775,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__init__:24-39::a437d904,dd9d7f9ab74f6a9c,1,False,False,1,0.9913794994354248,5.0,True,False,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__init__:24-39::a437d904,56192980f73b0701,2,True,True,0,0.001400256296619773,5.0,True,True,,
Self-debug + tests,C:/Users/zormi/Desktop/test gpt2/test_for_refactoring/train_gpt2.py::__getitem__:44-50::c0da7b8a,b82d36bb53beb5f5,1,True,True,0,0.08706261217594147,5.0,True,True,,
